index,merchant_id,averagediscount
480,575a9d8d6813ab5ceeb09521,89
481,5d43cda683889748193da7c0,-16
482,5d5a1171560eca427bf10acb,-10
483,5b99f68520019041167b0b74,0
484,5489a2fe546ead1ec9215829,77
485,56cd7070df108f481ff3e00e,0
486,5de7a6aa4c9c821f67c14ac3,32
487,5d5b651b283abc16408fff54,16
488,58fcdd56cdb8e24565cc017e,40
489,55f982b029624842ab599cc3,15
490,56961502ca1588618ca6d5fe,97
491,5e8544bfd69a0ea72d39bc31,11
492,583998c51591454a04a79709,-16
493,5b125148c2586910aba903d6,-16
494,5a031e9c9aee09542077d074,86
495,5857e83a1e95514d46b046dd,74
496,59b0dcac50df61071d239b12,-14
497,5b8d343e133368366f2dff48,-18
498,57ee6909567a8d101913df98,-9
499,58d3828699637874f89eb45a,48
500,5819d0d196f2cc7dffad41ec,5
501,5b6935c0a1fdaa1dba5a4cd4,53
502,5b164e4c7e43f2326c3e3931,84
503,5b4d6eb88a5b7b24519e69ad,84
504,545dab9f5f313f1e28cb1a2f,-17
505,5700e2be27992f63cdca2dca,38
506,547465748edcfa6ceab14f70,-10
507,59a6cc4b21064f78b1bef62f,0
508,5466fad41280fa5ca27ba85d,-16
509,56effd3864d54a58a619bdb1,62
510,5466e6343dabbe66ab062be8,73
511,5514d13ce87fd21cf12f9d0b,-14
512,55419b79439bb51755098f63,0
513,584ae0173961b64ca9b426b1,73
514,580f361ff6978b4fdba4b112,7
515,5b8e19ad9058ed22fdc30621,6
516,5af54e838699ce1143d1f876,96
517,5d42991670327a71301ec76e,0
518,53e98c6446188e1d4d3a38bd,10
519,58501ab6ff3da74c89f8927f,0
520,58c2318d3f49634886892d7c,0
521,597eda458696be7dab480a44,-9
522,5dc69ae4c4e6e61846dfc2b4,-13
523,5ad16178db5f1f07107a5401,-14
524,557ac6650a43e41ba218240a,82
525,58748c070e230b22a1ab5bc2,-16
526,5ad1f14d40626a47903fe9df,-10
527,583edf165022c71b82d1d6c7,0
528,59b38b9d0ec30f3dcde27914,-14
529,54d30f53dc8ce133f79b434d,6
530,58285d7f168b5430c5090ab8,90
531,5948c9761f2f0f2efb675fa4,-14
532,5eb8cf5429e78638f27379f5,44
533,544e3da38edcfa4c456f6181,-10
534,56c30460d7e2821146329f82,39
535,5858d328e18c0f7603a08e1f,40
536,585a45a3ef562825c60e0c71,74
537,57108cd6a995b507211ef8fb,74
538,5aec1dd2c96bb815b802df67,0
539,57f7b4a3bc506d1e56530cdd,34
540,55d480c092e9ba1242bd816a,0
541,55e51e53c9f8235d17759948,87
542,5b6bb6d7790f1a0d8a416c03,70
543,5938e6a17fe241506f93503b,6
544,596636724b913a6954556581,-14
545,58aea6fe15241651ee65307b,67
546,5d3c419de4b65d4fb81e7286,69
547,5cd6743c8da3ad22253d937f,-14
548,589eb1c33205e17175cee2ee,4
549,5864730562a1e84ca10df658,-10
550,5b08f027c2586968afffb44f,36
551,56cc2ea09879a4136344cf49,-14
552,590eda48f3d19c203c2648e4,87
553,5a3ccf7f028bbd773f938596,85
554,5a0d2c3e68788b4400878642,85
555,5b420ce3d9b2a4418b74ae31,-12
556,5b7ecbfa7956ef54b750df16,87
557,5e6910549145adc9f7972fac,61
558,5a54add17dee4a20b31ef567,86
559,5853765779b45e0b58ad30f4,23
560,586fbd8b8c30e82bdcce557d,0
561,5acecb61417cee2b9d27f88a,0
562,53df1a1046188e7ac043c6da,27
563,582bd2fde18c0f0a402ba101,86
564,5accadccc98949438a3729a2,30
565,58cbc85cad83385080a3cf94,-10
566,595df09dd44a9b53910f4e2b,71
567,58cf7224712870506c44edd9,25
568,5a4df4937ce75c31079ba413,87
569,576b9101ac55bd7f2108992b,85
570,54a2cd4940b3782666e8a5bf,78
571,58539804afa5ec4cae2cdce8,-14
572,59bcfadb776ab96ae984be82,64
573,5787268541b5257c73d0132f,12
574,5b0a6169012875789c76ebba,0
575,590d6c356815062709f1b06c,-16
576,5950d54a4b913a1174a7ae6d,74
577,5d4cf83dc8bc520142c8534f,77
578,5ba9af0fef66004cac1013f7,89
579,58cf8bc8375c92523736b540,55
580,5a4b4ab27dee4a057cca7429,84
581,5810c45baf5d3c19670b3f9a,-14
582,5accdb3c1baafe6febd26cf3,64
583,570cfe55a18a3f4630d18c02,-16
584,58c14b3e98d70751f799bc3f,-15
585,5a0fe8770a332a615df86c5e,0
586,595f3d28ce4e69232af53c32,39
587,58ad365fb3bd6d507b06db0f,88
588,58475ecf5eee8869e4ad9a07,57
589,5af25671e139d756e4f0afbe,90
590,5aad329608a224392d805720,-15
591,5853b96be788110ac30168b9,-14
592,566a3ef17233ff2686443082,-14
593,5ae0213bb722cf61f1aa3624,28
594,582ff94e0d44631042fe7c41,-14
595,5bbf00e6c5fdec1c0e0d401d,47
596,55dc6b85f51bf838d3e3dcc2,84
597,5a40bd3812fa1c2c21498ea7,-14
598,58d9f311fe9cae52ce0213ec,22
599,58a3f270e269ee522580e6bb,-16
600,587dcb1b6fa68c4caba87529,-12
601,5d3bc9f8e13a7e654424a4cb,28
602,59c25e6a30e1f368ea189232,60
603,57383b023a698c3a936ce406,86
604,5873347af1f65d4d61b69b1a,4
605,58778fdcdfa6bc28858f3422,-16
606,5b8deaae2eb51f6d30ff9a3d,-16
607,5b66b2f303523d3caa84aed5,88
608,57a155a4b63950286426744f,84
609,54922e98223ebf6980220266,84
610,586c683cc87b4c4f84b6b4de,0
611,5528e6afecb5250bffe81ef7,67
612,583bdad32f5e5304a69d5bd3,0
613,5b41be818e210d22facca0bd,0
614,5885a7e767f7c84d7657d220,77
615,585cc05eaf0e9d52046c895d,-10
616,555bf637b0213719da7229df,79
617,5bdc1408c23b3222e81f3936,17
618,5b80fee2008a3e2f6ec81563,73
619,551506dc18b2791039a7286d,82
620,592968ba63950d682ca4b195,0
621,56cd50871e15ff78c21de8a9,3
622,583da4b58108913e6c79a32e,22
623,5e4bb29957cc9b46d2e498f7,30
624,5b47ffa01e5bc91f3eea4f1f,-4
625,5aea8f2ccac3c5238de1a99c,64
626,5eb51ed929e7865dc268a561,12
627,5dc40e313710b91b0f04fcc5,0
628,5d3da852e4b65d3e801e9b5d,-10
629,5a698cef028bbd27227d3d12,0
630,584a7a381591451e4e3af3df,62
631,580c7d0a8b67fa197454a2d1,0
632,596b4085d4cc34162e778769,85
633,5d8b2f16ddac8e198fc7c8b7,-16
634,5df71a34092d7302140be245,-11
635,5710ac98b2d43a5925da8dd8,57
636,5eb6598ec43e5c5ab9fd5a78,3
637,5e4f6a3a29e786346774bcce,0
638,5eb50ff17041111c43033565,-14
639,5e4a06cb57cc9b1700e826b3,70
640,5e54a05c207f9d3e6cee7040,74
641,5dd790db4cc6678b7441ba5d,-10
642,5e61e5580705ac039c94c08f,93
643,56498ab42a6bdb4474afa47b,74
644,5d4e6ca57edfad27a90a6726,28
645,5d50fb2b1d9a8e23e3334c81,70
646,5e9a629b29e786250230ba90,32
647,5b0cd8577e43f257d4a05469,36
648,5e693079c6a6e679c0bf4613,87
649,5d56b32c40defd78043d5af9,-18
650,5eb5076129e786048168034d,20
651,5a792e56a71fbf471cf1fc99,85
652,52838e612dcc6469fa2d7104,84
653,5e183869e344ec006fdaa805,85
654,5ac82ff62c49567ffa616535,87
655,58ff26fc42fc6a113afae083,85
656,5d9f24a451a4ed72d95bac9c,88
657,5d3e6e0ce13a7e7ae9f35f74,-12
658,5b348167af6b3122dba38825,-15
659,577f79f928d95d5777eac030,-16
660,55dc2bf3b92a5941ebd4ecf2,78
661,55ed4e573a698c3a9daa8b2b,32
662,58a3db5e05b2f9716d029e30,-10
663,5a9e4f25e05388149703d9c8,-13
664,56cd27b048e91e13aa3986e4,25
665,56ab21890d8dad10e044b9ec,80
666,566e97ca39cce4269637a261,-15
667,58da49c92c3a8f52a755d4a0,0
668,5eba4bab58ed6ba265685ba1,20
669,5e8ad4c829e7860d8e20b40c,-18
670,5e50e6b968f8f90ec04531bf,51
671,593402ae25c4f54ed4e0abdf,92
672,568b82677f5cdb26abff2f9a,0
673,583141fbfef4094e51453d9b,-16
674,57187da6f24dd9593ccc886a,90
675,5844fc74f521924c9b5148f3,10
676,5b722effbfb77d14812b8c2c,-14
677,5b0e27596b9302238a10c3f8,45
678,5898240369b8584f668a188b,86
679,59257409b674b15e8191b8de,-16
680,5d5108577ad24261ddf720f0,0
681,59506bd1abea9119a059422d,97
682,58dfa91e42ab0953f96d31d0,-12
683,57885a8c090d40723d2105e3,7
684,5ae2d62f2c49564f1df9bbd1,-10
685,56c2e30edf108f11548c6dcb,0
686,550ab2be8e8def0b2c654d4b,-14
687,5e5f6272d0e9af054214467e,4
688,5700b51a0848f73d19d10cbb,77
689,58402f95e24c5b06c6dccd35,-14
690,583beacf24b24f1b805ff7a2,-14
691,582ff4f70299bc4f4b90d203,14
692,58ff6866e17bc0302f540b50,-14
693,5e70afae21861a90a4e6b7f0,-9
694,5e535f1b397cba44cf1118d8,59
695,5dda40561fead208515f98e2,-14
696,5e3c5fbfe217d492138970c1,91
697,5a2fa9ce6ea4a770c66f5599,15
698,5d4bbed57ad242352a46d910,-16
699,5d454f4056a26067881bb903,-8
700,56c94ae6df108f5af83b1e0f,78
701,5e72dc545021d6138b405bdc,88
702,5d464a1ffdf7bc44ee933c65,88
703,56a9df1b3a698c526f769805,25
704,5e8d923d20c9b7545017f1f9,78
705,5e6cb9806bab2075b2b64d15,-9
706,5e8c98966642021100f8db13,84
707,5e537a4038654d5bb8db71b4,0
708,5e61cd4b97cc101bd3066216,-17
709,5e64b92e00ff3743cf8f3c3d,-17
710,5e9c44cdf5b57cfb27118f62,86
711,5dc818ca030a154e48a3a8af,-14
712,5e675a4b48763f1940d6ab3b,28
713,5dea1af2efc6ec06d5c16dd3,50
714,5e1691b573bfb90406044928,-18
715,5e0474f81b1677050990d11b,90
716,5c749805a0e25747655033ac,-10
717,5e536247397cba46c3111a39,-10
718,5d50f80e3db43e24767edf52,92
719,5dbe8b3a0140ee444c50ec2b,-16
720,5e50fecf18034a89e1aeede8,77
721,5b0a66907752c8567c3cc671,10
722,5eb4be68dda5360c58501b42,20
723,5c7dee45a0e257512a5dd7f0,-10
724,5448789898dc205017838a33,-10
725,5d44cb7ea5f07b2d00607909,84
726,5e6d18bceb2b33bdc975950f,84
727,5d463c87c77e983f28b4dfca,36
728,5e3683005ba64b1957b798cc,87
729,5b3b135e38e2640b28a557bb,-14
730,5dc682d24b0ae7154300d493,-16
731,59510a44905fdb0b8266ddc5,46
732,5d41a75de13a7e2059f79277,77
733,5eba4de229e78603182870c3,0
734,5d5cf8ff2736783681e22991,92
735,5d42980e8388970d32294ddc,87
736,5dcf512a97383300d357ad69,-14
737,5ddd1355801ecf0a803b6c3a,-16
738,57ee5f0025e7c00ffe3f000c,12
739,5d51381f933fb16c06bb9d71,-13
740,5d5abf5b33f0b44411c05032,-14
741,5bdbb9048a83b5678f43462b,47
742,550bed073fca100d87116858,94
743,5609de679b11090d3bafce69,92
744,58529ee7e788116a53cbe2a9,50
745,55a641ddfa6d460ba65ce3b8,87
746,583d7475269aad1da3dc2294,64
747,583d245d0d44637eb04d1c8f,94
748,583155a70d446310bcfe9f52,45
749,5eb8b5ebac21070efaf91c99,20
750,547bfcda3dabbe37af5818b1,0
751,5eb8e443cefdd67ac09f93ca,-14
752,58a6f41a96f1bb57840b0ed4,73
753,5d5e064b560eca4814b2bb74,37
754,5de7643c8db42003000ba7f1,91
755,5d46ce1a8388976d8c042c39,44
756,58d25a160490dc52e34022e7,90
757,56680c90e363a3613607ea61,79
758,5e5dec4430477e47e6838d5d,0
759,55dc3dcd8950c811f73a48a4,28
760,5b3ed8fa22856f198f7f0a88,-16
761,5aacd6c1ccf0c83e5a6f3de0,83
762,57b17fcc4249277b5ad99206,0
763,546415e89719cd2ac2e20045,70
764,5eb50b2237d7ba4abca6250a,-14
765,58f8681a29867d1118cb0964,-9
766,58ef5b480d27561215655a9c,0
767,5d4a55b21d9a8e4a02843479,85
768,5b8f992a2eb51f465ffd388d,-12
769,5684e1234c2cc826ab5ca438,16
770,5541ba455252290c0b225b1f,48
771,5b767f37f54e4f1434671cc8,95
772,5498115d653d5121ae5409c9,74
773,5a17bb048cf0ed37ca9e18bc,89
774,5b42da1bf64320209fc8da69,74
775,561df3a23a698c711e5e5efa,-14
776,5d54bec47ad242761d84984d,-12
777,5e74810d7f5269411ad93989,17
778,5d46cdb476befe7f781dd1af,-12
779,59e5e353ef7b892409c6e6a7,58
780,5927d9ead7f65462c5a1d409,-14
781,5d4e5b8415275446cdad4fbb,12
782,5e535edc18034a4651aeecef,-17
783,59e071d99fbc517c29711220,52
784,5d4d24b3c8bc521b5568b537,59
785,5abbab1d7c27687c3daaad6e,-9
786,54869cf344a28275e008fb00,79
787,5947799a2eac1104f22e4486,-14
788,5d3d417070327a201bfcd655,14
789,5b18eb98dfc31f2100f4c4cd,12
790,5acdbf7c9c15ff7191aadd30,80
791,5dbb45d78aabea2d9e97b407,-10
792,5d415665838897104cf4003d,50
793,5e5c7c2c77179e31406eece1,15
794,5aed66b2f0b75f35a1bd6615,-12
795,5986cc750ec30f4610ea07be,-10
796,598da748b7717348ffeaf02c,-9
797,5dda41a275cf541cc0b6cf99,0
798,588224a5bb3a4a4d5169deb2,87
799,5a13e07c5d6f342d64b51237,55
800,583188080d44631041fea370,28
801,5b4973b049c8e64e07c31cb4,82
802,59146c0c71a2f21160479ee5,82
803,5dc3de943710b9143904fdd9,-14
804,54068c667a9eb466313c6ebf,15
805,5ba08911269570054ba2b669,58
806,5c6d6c28619caa1d94891d06,0
807,5d43cb4c4c7855604ee59bbb,-14
808,55311a071a8a220c1b804371,-12
809,5ac1db0a1c256d3bd25188f4,12
810,5b9cc34eb226113590090c59,47
811,5b39de95d3db323a3a775883,97
812,5729fb5ce1220e593d1b86ac,-14
813,5d64f34f2736787d00ad93ec,6
814,5ae2d056b125ab5424320fc1,68
815,5d54026f41ed515c7a1eb40a,73
816,59a173df9fbc51783bd1f406,91
817,57ebc98dfc63523912aa1424,0
818,55ed54947e8372421830b946,-10
819,5d7b761abd5aa37518970b8c,74
820,5d4784dd56a260398c1bc597,92
821,5512b0d98e8def07a462e1d7,-16
822,595097d6a26f6e070cb878d1,-14
823,5772693e4e1511743e371036,48
824,58ad74688a58e150335088ce,-14
825,59f868d0eea5c51c2167d097,-16
826,58b569edfc743d5072bcd4d9,58
827,5b7e1d0f5b299812c53e81f5,80
828,57ac5da80e3c8a18b4746013,85
829,582c4556ef562807126df946,81
830,5960922537635d7e09b47c1d,75
831,58171618bfa9fd1994661235,96
832,5d481bd022f3014c80e6ddb2,0
833,59f9687a37f9f80d31798d60,65
834,5845000d330f3a4d59cff91f,0
835,5ad7066e1b98df3e558530a6,-16
836,5afab0f75ccdca0e69a067b8,61
837,5d54f7e47ad2426b008579ae,4
838,5ab9f77bea8764355800e5a2,76
839,585b36a336cedf4cb6c6ea62,81
840,5ad01a6a70cf6977d05013de,-10
841,5486cf7540b3786ec7c7e4ee,64
842,5d413afa0ff7f947c0e21025,86
843,596d9a4937635d7622a6c7f6,-14
844,5adef67640626a4b409b8e94,35
845,5b13817f0128754174259044,84
846,5925555b2cd9447854443c41,-16
847,58d12c00b9d9d6505a44c4e6,62
848,5860cbf734de6c4d4803523d,89
849,5953816a9579d81e5edcc3d7,85
850,59815a929fbc512d72137ba5,81
851,59802a908ee78d7ec44d192a,91
852,58d3cd3b773e9257cc5b990a,75
853,5a129c6aeea5c546c8b8e2f8,-11
854,5a409cf87b584e7951b2e25f,-16
855,5d55f05833f0b43dceb58a50,64
856,5aa5d06da6bf7a7f7285bc0e,-12
857,58e4a53ce070a80f9180685a,60
858,58d10bee24f9f96bdbe80fb6,88
859,5d3d0c2c4b4fdb2f38b5e54d,79
860,5d58d3b433f0b4349bbe941f,-10
861,5c077d9e80508524a1cb3315,11
862,590189980094b829518713b8,-10
863,5dbd7b090140ee044252ed12,-16
864,567eb3a5d8a1043c0ab70707,79
865,577a1c0517c3e2747a5a4659,77
866,56da85f4df108f268b4a6618,58
867,554b7fc033c1d7162b690160,-14
868,5e0b55766a4343d3823c7215,-10
869,598429c3947e4119b7bec1c0,84
870,5b083a8b7e43f23f2e16cbd6,48
871,5673acd9c1a80060fb201026,79
872,5650100887aaa61273717ce0,68
873,580595bda46fa31f93d83357,-10
874,582c712cae088637843348a5,-12
875,587dd9a883eee74e06b30974,-14
876,53bd3edad911396c5b3fb0aa,87
877,5b71353ec8cfda2270406795,-16
878,5ec3b16fedb2cda500b96542,-17
879,58501ac7b9e3474c9f4b2afd,91
880,5778fd153a698c5c2d845ed9,74
881,5742c706d75bc459506b80f1,-16
882,57773e8e7f1b5074ad85dd89,71
883,5d513ddf1d9a8e239c347192,65
884,5848298b68eb84699231b1f2,12
885,5915c592fc9cce7eb7312bd4,50
886,55837e8030c8403f7c8044b9,45
887,5b07dc937752c81ecb291b66,79
888,559f372b577ce1196ef7f66c,83
889,5dab9ece69ce753090f6735c,-16
890,5d5a520c560eca48d7f140eb,0
891,5e6771b33cce5a8dd4f6fd3c,0
892,5b0fa1b72c3c1d2abb34f1a4,-14
893,58d8e8ebd929c652b9c04c05,47
894,5e748f2484068a0289ab6f9f,-17
895,5e686e632fb13f0b010b6cd0,86
896,5a14dbb27dee4a2da907bddb,74
897,5e5cb2f077179e1ac07004a2,15
898,5e4f330366b9710ecfaff138,-9
899,5e4b6a0c57cc9b0b53e499a4,87
900,5e75cce27477a26d336a6c07,-15
901,5e732ba4dc0ec3709851e0f7,88
902,5eb91502c48732293d0a8e08,0
903,5d8c291ca1309429e32bb247,-12
904,5abf82da22fad76f8c13b113,-9
905,58008d25047bed1ad1940bff,36
906,5e6a5f041511dc46c06eac19,86
907,5aa24c9a22fad77bdfe2578b,-17
908,5d9163dcbffbb14190a52df7,-14
909,597ff85721064f2607e253e9,35
910,58db59f4e40cc66d2bda1bc0,-18
911,575ab2de20c8d15cb59e5ee0,73
912,586378e04b60fe69e3335c5f,-14
913,578caf669035dc557db297c0,-14
914,5e50b3e818034a49f8aeecdf,88
915,578aeb7316b2891a3a226c21,-14
916,533e35e334067e3f0e7b05c5,30
917,58bd1048662f70531f3962df,-14
918,5e61c817039ce2184a0ed392,-14
919,5e71bc2ff2bef60050bd3a86,94
920,5d3aa36072b0c915fe6b8fbd,89
921,5e2ecb9deed5087a7ba2f5f7,59
922,5e54d1d9e0d90e6488de48c2,0
923,5d676dae88a10253b1781da6,10
924,5e606b6e29e7867135073fbe,97
925,5a3231f2e62bbc45b0bda1dd,0
926,5d48eef4b5144c50c2ac0af3,90
927,5e63469b2fdc774466e15dd5,-15
928,5e4b9c3801ba9d210036fc5a,57
929,5df1cd2ecce7510b506fdba5,53
930,5a9d135128a2b361c3491a1e,69
931,5e4f81dc968c88593150e98e,59
932,58c214fd95dc43508c12899c,0
933,58d64937794a2b6db2f0394e,85
934,5af917558699ce1103dd6010,-16
935,59538ae253ebe2397fc85777,0
936,5d53751b40defd6833e480ad,83
937,5d5008cb1d9a8e750032d31b,36
938,5aae608bdb5f1f42a93eaaed,-15
939,57c4dd2ce2a1b61c74c4265a,83
940,5466f5ea1280fa5c9c7ba98e,90
941,5de71b384c9c820a00c16efa,0
942,592955ef980a346d826f7bfc,76
943,569f3031b3d90139e3c5a407,-16
944,5d594543cf65033850311c11,26
945,56025ed8293a5b2d24779bde,64
946,538f4f18ab980a5167a1d722,-14
947,56de96c70f2a81169f14fcde,-14
948,574d559cb06e205d099d9107,70
949,5db248327c0d0800c24fc084,-13
950,54365c349719cd57af2b449b,78
951,581c54c4dd99164b808ca531,86
952,564d8f2f3a698c01d97fbb81,84
953,567bad8582c35f28103e5813,-10
954,5b24edf0d1c360301099e9c6,0
955,5d417e7070327a2743021677,70
956,5add589edb5f1f32114d07df,0
957,5d4b8931933fb13f8a1fe232,64
